nama,harga,tipe_review,kata_kunci
MEGA,44850.0,Very Positive,"Action,Horror,Psychological Horror,Survival Horror,FPS,First-Person,Atmospheric,Shooter,Survival,Dark,Post-apocalyptic,Adventure,Stealth,Puzzle,Realistic,Futuristic,3D,War,Dinosaurs,Singleplayer"
Monster Hunter: World - Sticker Set: Devil May Cry Set,25870.0,Positive,Action
The Battle of Polytopia - Skin Pack #1,28350.0,Positive,"Strategy,Action,Adventure,Indie,Casual,Simulation"
Army Men: Toys in Space,64870.0,Mixed,"Action,Strategy,Classic,RTS"
Trine 4: The Nightmare Prince Soundtrack,18000.0,Positive,"Action,Adventure,Indie,Soundtrack"
Critical Damage,23550.0,Positive,"Third-Person Shooter,Action,PvE,Shooter,Arcade,3D,Isometric,Third Person,Military,Space,Sci-fi,Indie,Futuristic,Aliens,Combat,Singleplayer,Spaceships"
Gargoyles Remastered,224850.0,Mostly Positive,"Action,Adventure,Action-Adventure,Arcade,Platformer,2D Platformer,Side Scroller,2D,Cartoony,Hand-drawn,Pixel Graphics,1990's,Atmospheric,Dark Fantasy,Gothic,Combat,Linear,Singleplayer,Gaming,Modern"
Hot Shot Burn,26100.0,Very Positive,"4 Player Local,Indie,Action,Local Multiplayer,Multiplayer,Arcade,Funny,Arena Shooter,Cartoony,Colorful,Local Co-Op,Co-op,Sports,Great Soundtrack,2D,Fast-Paced,Top-Down Shooter,Competitive,Controller,Casual"
Glorkian Warrior: The Trials Of Glork,10920.0,Very Positive,"Indie,Shoot 'Em Up,Platformer,Retro,Action,Great Soundtrack,Cartoony,Comedy,Arcade,Shooter,Comic Book"
Dying Light - Volatile Hunter Bundle,25870.0,Very Positive,"RPG,Action"
Two Worlds II HD,76410.0,Mixed,"RPG,Open World,Fantasy,Third Person,Exploration,Singleplayer,Action RPG,Multiplayer,Adventure,Co-op,Crafting,Story Rich,Action,Hack and Slash,Medieval,Dark Fantasy,Magic,Inventory Management,Atmospheric,Sandbox"
QUICKERFLAK_RUTHLESSMOD,13500.0,Very Positive,"Action,Retro,Arcade,Action-Adventure,Action Roguelike,Roguelike,2D,Isometric,Music-Based Procedural Generation,Stylized,Pixel Graphics,Combat,Minimalist,Dark Fantasy,Gothic,Atmospheric,Adventure,Artificial Intelligence,1990's,Quick-Time Events"
Perfect Partner,74850.0,Very Positive,"PvP,Local Co-Op,Team-Based,Multiplayer,Online Co-Op,Character Customization,Funny,Level Editor,Cute,Battle Royale,Physics,Combat Racing,Casual,PvE,Action,Puzzle Platformer,Sports,Indie,3D Platformer,Racing"
Caverns of Mars: Recharged,82350.0,Positive,"Action Roguelike,Shooter,Arcade,Roguelike,2D,Action,Controller,Mars,Casual,Colorful,Sci-fi,Space,Score Attack,Aliens,Futuristic,Old School,Retro,Combat,Co-op,Co-op Campaign"
Simple FPS Aim Trainer,19350.0,Very Positive,"Simulation,FPS,Casual,Shooter,Action,Minimalist,First-Person,Singleplayer,Level Editor,eSports,Indie,3D,2.5D"
DEPLOYMENT,6110.0,Very Positive,"Action,Racing,Multiplayer,Platformer,Massively Multiplayer,Casual,Puzzle Platformer,Singleplayer,Atmospheric,Sci-fi,Puzzle,Science,Funny,3D Platformer,Dark Humor,Comedy,Stylized,Strategy,Adventure,Battle Royale"
Paranautical Activity: Deluxe Atonement Edition,129870.0,Mostly Positive,"Action Roguelike,Indie,FPS,Roguelike,Action,Voxel,Roguelite,Singleplayer,Great Soundtrack,Shooter,Difficult,RPG,First-Person,Fast-Paced,Procedural Generation,Pixel Graphics,Horror,Perma Death"
Bright Memory: Infinite Cheongsam (Blue Flowers) DLC,19350.0,Positive,"Action,Indie"
Frog Demon,11700.0,Mixed,"Casual,Action,Indie,Adventure,Platformer,Arcade,Great Soundtrack,2D,Singleplayer,Funny,Assassin,Quick-Time Events,Dark Fantasy,Replay Value,Cute,Family Friendly,Controller,Soundtrack,Underground,Foreign"
ACE COMBAT™7: SKIES UNKNOWN - ADF-11F Raven Set,44850.0,Very Positive,"Simulation,Action"
The Last Patient,11700.0,Mixed,"Action,Gore,Violent,Indie,Horror,FPS,Shooter,First-Person,Casual,Action-Adventure,Survival Horror,Zombies,Demons,Memes,Psychological Horror,Perma Death,Singleplayer"
F*ckable Kim,8100.000000000001,Very Positive,"Adventure,Action,RPG,2D Fighter,Action-Adventure,Action RPG,CRPG,Side Scroller,2D,Cartoony,Third Person,Martial Arts,Boxing,Comedy,Dark Humor,Satire,Funny,Story Rich,Combat,Singleplayer"
"Monster Hunter Rise - ""Lost Code: Nir"" Hunter layered weapon (Gunlance)",37350.0,Positive,Action
Apartment No 129,67350.0,Mostly Positive,"Horror,Psychological Horror,Cinematic,Mystery,Realistic,Action,Action-Adventure,Sci-fi,Survival Horror,FPS,Exploration,3D,First-Person,Atmospheric,Supernatural,Thriller,Surreal,Dark,Zombies,Multiple Endings"
Dragon's Dogma 2: Dragon's Dogma Music & Sound Collection - Custom Sounds,44850.0,Very Positive,"Action,RPG"
Agatha Christie - Hercule Poirot: The First Cases,224850.0,Mostly Positive,"Detective,Adventure,Mystery,Story Rich,Investigation,Exploration,Narration,Isometric,Singleplayer,Conversation,Point & Click,Action-Adventure,Visual Novel,Action,Hidden Object,Third Person,Atmospheric,Controller,Crime,Nudity"
Hi-Fi RUSH: Traditional Garb Costume Pack,44850.0,Positive,Action
Trivia Vault: Mini Mixed Trivia,129870.0,Mixed,"Indie,Casual,Simulation,Strategy,Action,Trivia,Text-Based,2D,Singleplayer,Replay Value,Family Friendly,Puzzle,Point & Click,Story Rich,Relaxing,Choices Matter"
Tales of Arise - Tales of Series Battle BGM Pack,260100.00000000006,Mixed,"Action,Adventure,RPG"
LOST EGG 3: The Final,28350.0,Mostly Positive,"Precision Platformer,3D Platformer,Parkour,Platformer,Action-Adventure,3D,Action,Third Person,Casual,Controller,Adventure,Physics,Modern,Online Co-Op,Singleplayer,Multiplayer,Co-op,Indie"
Suika Shapes,44850.0,Very Positive,"Action,Puzzle,Physics,PvP,Co-op,Score Attack,Arcade,Casual,Cozy,Cute,Colorful,Replay Value,Multiplayer,Relaxing,2D,Singleplayer,Family Friendly,Atmospheric,Local Multiplayer,Funny"
Fantasy of Expedition,55050.0,Very Positive,"RPG,Indie,Strategy,Action,Casual,Adventure,Roguelike,Pixel Graphics,Auto Battler"
Portal Knights - Box of Grumpy Rings,24570.0,Positive,"Action,Adventure,RPG"
Holdfast: Nations At War - Grenadier Regiments,44850.0,Positive,"Strategy,Action,Massively Multiplayer,Indie,Simulation"
HOARD,22410.000000000004,Very Positive,"Casual,Strategy,Dragons,Indie,Action,Fantasy,Multiplayer,Arcade,Singleplayer,Co-op,Top-Down"
V.L.A.D.i.K,13500.0,Mixed,"Action,Violent,Gore,Early Access,RPG,Adventure,Indie,Comedy,Psychological Horror,Horror,Survival,Mature,Difficult,Atmospheric,Survival Horror,Casual,Sports,FPS,Open World"
Don't Bite Me Bro! +,11700.0,Very Positive,"Multiplayer,Strategy,Action,Simulation,Indie,RPG,Adventure,Zombies,Survival,Local Multiplayer,Co-op"
Star Trek: Starfleet Command Gold Edition,129870.0,Mixed,"Strategy,Simulation,Action,Space,Sci-fi,Real Time Tactics,Real-Time,Space Sim,Software,Solitaire,Old School,Multiplayer,Singleplayer,Tabletop,Isometric,Sequel,Mod,Remake,VR"
Rising Storm 2: Vietnam - Homeland Security Cosmetic DLC,58370.0,Positive,"Strategy,Action,Massively Multiplayer,Indie,Simulation,Gore,Violent"
The Smurfs - Mission Vileaf,224850.0,Very Positive,"Exploration,3D Platformer,Action-Adventure,Co-op,Funny,Colorful,Platformer,Puzzle Platformer,Cute,3D,Third Person,Relaxing,Action,Story Rich,Atmospheric,Nature,Adventure,Local Co-Op,Local Multiplayer,Combat"
NTBSS: Master Character Training Pack - Naruto Uzumaki (Last Battle),59850.0,Very Positive,Action
RUINER Official Soundtrack,51870.0,Very Positive,"Action,Indie,Gore,Violent"
Planet B24,13500.0,Positive,"Indie,Adventure,Action,FPS,Horror,First-Person,Spaceships,Aliens,Comedy,Story Rich,Space,Exploration,3D Vision,Character Action Game,Action-Adventure,Hidden Object"
GetsuFumaDen: Undying Moon,127350.0,Mostly Positive,"Roguelike,Hack and Slash,Atmospheric,Difficult,Action Roguelike,Replay Value,Soundtrack,Dark Fantasy,2.5D,Roguevania,Action,Early Access,Roguelite,Combat,Controller,Violent,Singleplayer,Mythology,Indie,Swordplay"
Disney Tangled,225420.00000000006,Mostly Positive,"Adventure,Action,Family Friendly,Female Protagonist,Hentai"
TTV2,11700.0,Very Positive,"Indie,Action,Retro,Pixel Graphics,Fast-Paced,Arcade,Difficult,Psychedelic,Puzzle,Roguelike,Side Scroller,Precision Platformer,Roguelite,2D,Minimalist,Stylized,Noir,Steampunk,Atmospheric,Dark Fantasy"
The Darkest Tales,122849.99999999999,Mostly Positive,"Dark Fantasy,Adventure,Platformer,Action-Adventure,Action,2D Platformer,Metroidvania,Horror,Atmospheric,Dark,Surreal,Character Action Game,Cute,Story Rich,Magic,Singleplayer,Hack and Slash,Supernatural,Emotional,Controller"
1976 - Back to midway,52350.0,Very Positive,"Action,Simulation,Casual,Action-Adventure,Shooter,Space Sim,Side Scroller,Top-Down Shooter,Immersive Sim,Shoot 'Em Up,2.5D,3D,VR,Cinematic,Top-Down,First-Person,Realistic,Colorful,Quick-Time Events,Story Rich"
War Brokers,38870.0,Very Positive,"Massively Multiplayer,Action,Simulation,Indie,Early Access,FPS"
NTBSS: Master Character Training Pack Kakashi Hatake (Double Sharingan),59850.0,Very Positive,Action
Pinkman,11700.0,Overwhelmingly Positive,"Casual,Action,Adventure,Indie,Platformer,Great Soundtrack"
Trivia Vault: Science & History Trivia 2,129870.0,Mixed,"Indie,Casual,Simulation,Strategy,Action,Trivia,Text-Based,Puzzle,2D,Singleplayer,Replay Value,Family Friendly,World War I,Science,Choices Matter,Story Rich,Relaxing,Historical"
Tales From Space: Mutant Blobs Attack,49410.0,Very Positive,"Retro,Indie,Singleplayer,Collectathon,Action,Platformer,Adventure,Side Scroller,Physics,Exploration,Puzzle Platformer,2D,Puzzle,2D Platformer,Funny,Cartoony,Colorful,Hand-drawn,Family Friendly,Comedy"
Skator Gator 3D,74850.0,Very Positive,"3D Platformer,Collectathon,Short,Action,Family Friendly,Skateboarding,Singleplayer,Cartoon,Action-Adventure,Platformer,3D,Cute,Colorful,Skating,Cartoony,Adventure,Sports,Linear,Precision Platformer,Arcade"
Crossout - Insomnia Pack,129870.0,Positive,"Free to Play,Massively Multiplayer,Action,Racing"
GoNNER,14170.000000000002,Very Positive,"Roguelite,Indie,Action Roguelike,Platformer,Shooter,Singleplayer,Difficult,Great Soundtrack,2D,Procedural Generation,Action,Perma Death,Cute,Atmospheric,Side Scroller,Roguelike"
Resident Evil: Revelations Lady HUNK DLC,26910.000000000004,Very Positive,"Action,Adventure"
Survival Zombies The Inverted Evolution,11700.0,Mixed,"Action,Adventure,Indie,Zombies,Simulation,Multiplayer,Shooter,Horror,FPS,Survival,First-Person,Early Access"
TRAPPED,38870.0,Mixed,"Action,Adventure,Indie,Strategy,Early Access,Open World,Survival,Multiplayer,Co-op,Zombies"
Wick,77870.0,Very Positive,"Horror,Indie,Adventure,Action,Survival Horror,First-Person,Psychological Horror,Atmospheric,Multiplayer,Survival,Singleplayer"
Wreckfest - Rusty Rats Car Pack,40350.0,Very Positive,"Simulation,Racing,Sports,Action,Indie"
Ultimate Booster Experience,38870.0,Mostly Positive,"Simulation,Casual,VR,Action,Adventure,Indie,Horror,Music,Great Soundtrack,Exploration,Soundtrack,Open World,Racing"
Supaplex SQUARES,71370.0,Mostly Positive,"Action,Casual,Indie,Adventure,Arcade,Puzzle,Puzzle Platformer,2D,Stylized,1990's,Retro,Funny,Controller,Score Attack,Singleplayer,Remake"
Generation Zero® - US Weapons Pack,28350.0,Mixed,"Action,Adventure"
Monster Hunter World: Iceborne - Pendant: Blazing Glavenus Candle,14850.0,Positive,Action
Hive Jump 2: Survivors,59850.0,Positive,"Action,Singleplayer,RPG,Action Roguelike,Roguelite,Survival,Bullet Hell,Casual,Gun Customization,Sci-fi,Aliens,Top-Down Shooter,Pixel Graphics,Space,Twin Stick Shooter,2D,Controller,Top-Down,Shooter,Combat"
Point Perfect,10920.0,Mostly Positive,"Indie,Casual,Action,Pixel Graphics,Mouse only,Arcade,Retro"
"BIGFOOT - WEAPON SKINS ""GOLD RUSH""",28350.0,Positive,"Action,Adventure,Indie,Violent"
Bunker Punks,194870.0,Mostly Positive,"Action Roguelike,Action,Indie,FPS,Pixel Graphics,Roguelite,Procedural Generation,Roguelike,First-Person,Retro,Dystopian ,Base Building,Fast-Paced,Post-apocalyptic"
The Legend of Heroes: Sen no Kiseki II KAI -The Erebonian Civil War-,260100.00000000006,Very Positive,"RPG,JRPG,Story Rich,Turn-Based Combat,Singleplayer,Adventure,Casual,Action,Anime,Party-Based RPG,3D,Fantasy,Romance,Emotional"
Riddled Corpses,58370.0,Mixed,"Action,Indie,Pixel Graphics,Adventure,RPG,Bullet Hell,Shoot 'Em Up,Anime,Twin Stick Shooter,Zombies,Local Co-Op,Roguelike"
Stump Simulator,67350.0,Very Positive,"Action,Psychological Horror,Simulation,Casual,Adventure,Life Sim,Relaxing,Immersive Sim,Cute,eSports,Collectathon,Physics,Singleplayer,Walking Simulator,Time Manipulation,Action-Adventure,Exploration,Indie"
Spirits of the Hellements - TD,92850.0,Very Positive,"Strategy,Tower Defense,Singleplayer,Sandbox,3D,Fantasy,Action,Demons,Colorful,Tactical,Difficult,Choices Matter,Indie,Base Building,Medieval,Casual,Real Time Tactics,Cartoony,PvE,Replay Value"
THE KING OF FIGHTERS XIV STEAM EDITION UPGRADE PACK #2,51870.0,Positive,"Action,Fighting"
TEKKEN 7 - DLC5: Lei Wulong,45370.0,Very Positive,"Action,Sports"
A Gummy's Life,32370.000000000004,Very Positive,"Party Game,Cute,Cartoon,Multiplayer,Party,Fighting,Funny,Physics,Wrestling,Casual,3D Fighter,Local Co-Op,Beat 'em up,4 Player Local,Action,Combat,Family Friendly,Sandbox,Local Multiplayer,Colorful"
Voxel Shot VR,33670.0,Positive,"Action,Indie,VR,Zombies,Casual,Cute,Voxel"
Baby Hands,106470.0,Mostly Positive,"Simulation,Action,Indie,Casual,VR,Adventure,RPG,Funny,Singleplayer"
CrushBorgs,44850.0,Very Positive,"1990's,Sci-fi,Retro,Action,Singleplayer,Robots,Arcade,Platformer,Shooter,2D Platformer,Side Scroller,2D,Colorful,Pixel Graphics,Futuristic,Old School,Controller,Indie"
TASOMACHI: Behind the Twilight,122849.99999999999,Mostly Positive,"Relaxing,Atmospheric,Fantasy,3D Platformer,Anime,Cute,Action,Adventure,Action-Adventure,Exploration,Colorful,Indie,3D,Singleplayer,Female Protagonist,Hidden Object,Casual,Runner,Walking Simulator,Third Person"
Portal Knights - Emoji Box,24570.0,Positive,"Action,Adventure,RPG"
Snake Deluxe,28350.0,Positive,"Casual,Action,Arcade,2D,Pixel Graphics,Old School,Singleplayer"
Saints Row: The Third Witches & Wieners Pack,22410.000000000004,Very Positive,Action
Mad Bullets,90870.0,Very Positive,"Action,Western,Arcade,On-Rails Shooter,Shooter,Casual,Indie,Shoot 'Em Up,First-Person,Cartoony,Action-Adventure,Atmospheric,Comic Book,Ninja,3D,Singleplayer,Violent,Fast-Paced,Clicker,Cartoon"
G-Darius HD,157350.0,Very Positive,"Side Scroller,Shoot 'Em Up,Shooter,Arcade,Female Protagonist,2.5D,3D,Underwater,Action,Controller,Multiple Endings,Sci-fi,Score Attack,1990's,Aliens,Futuristic,Co-op,Local Co-Op,Local Multiplayer,Singleplayer"
Fate/EXTELLA LINK - Sparkling Frills,9600.0,Very Positive,Action
Choo Choo Survivor,44850.0,Very Positive,"Trains,Action Roguelike,RPG,Bullet Hell,Pixel Graphics,2D,Singleplayer,Action,Arcade,Action RPG,Roguelite,Roguelike,Perma Death,Top-Down,Survival Horror,Horror,Post-apocalyptic,Zombies,Gun Customization,Dark"
Escape From Russia: Mobilization,13500.0,Very Positive,"Action,Adventure,Memes,Arcade,Political Sim,3D,Comedy,Funny,Runner,Action-Adventure,Horror,Dark Fantasy,Colorful,Family Friendly,Procedural Generation,Realistic,Stylized,Third Person,Singleplayer,Story Rich"
Monster Hunter World: Iceborne - Hairstyle: Half Ponytail,22350.0,Positive,Action
Skibidi Toilets: Invasion,50850.0,Mostly Positive,"Action,FPS,Zombies,Shooter,Singleplayer,First-Person,War,Gore,Story Rich,Adventure,Linear,Horror,Spectacle fighter,Arena Shooter,Combat,Atmospheric,PvE,Tutorial,Perma Death,Arcade"
Sauna of the DEAD,52350.0,Positive,"RPG,Action,Adventure,Action RPG,Action-Adventure,Creature Collector,CRPG,2D,Pixel Graphics,Minimalist,Top-Down,1990's,Old School,Comedy,Dark,Dark Comedy,Retro,Funny,Atmospheric,PvE"
Magicka 2: Three Cardinals Robe Pack,51870.0,Positive,"Action,Adventure"
[Chilla's Art] Yuki Onna | 雪女,44850.0,Mostly Positive,"Violent,Horror,Indie,Action,Adventure,Gore,Strategy,Experience,War,Psychological,Survival Horror,Retro,Mature,Anime,Psychological Horror,First-Person,Singleplayer,Atmospheric,Mystery,Exploration"
Worlds,129870.0,Very Positive,"Indie,Action,Adventure,Violent,Gore,Stealth"
Super Treasure Arena,5720.0,Mixed,"Action,Indie,Pixel Graphics,Multiplayer,Local Multiplayer,4 Player Local"
Isonzo - Reserve Units Pack,41850.0,Positive,"War,Indie,Simulation,Atmospheric,PvP,Realistic,Military,Team-Based,Massively Multiplayer,Action,World War I,Strategy,FPS,First-Person,Historical,Shooter,Singleplayer,Multiplayer,Tactical,Combat"
Forza Horizon 5 2018 Ferrari FXX-K Evo,28350.0,Mixed,"Simulation,Adventure,Action,Racing,Sports"
Lost Alone Ultimate,224850.0,Very Positive,"Horror,Psychological Horror,Adventure,Psychological,Thriller,Action,Survival Horror,Action-Adventure,Collectathon,Exploration,Hidden Object,3D,First-Person,Realistic,1980s,1990's,Atmospheric,Dark,Demons,Drama"
The Maze: Humanity,85950.0,Positive,"Action,VR,Party-Based RPG,Survival,Action RPG,MMORPG,Immersive Sim,Post-apocalyptic,Dungeon Crawler,Looter Shooter,Colorful,Realistic,FPS,First-Person,RPG,Hack and Slash,Action-Adventure,3D,3D Vision,Comic Book"
Adrenaline Rampage,82350.0,Positive,"Platformer,Survival,Roguelite,Zombies,3D Platformer,Bullet Hell,Action,Difficult,Deckbuilding,Roguelike,Shoot 'Em Up,3D,Procedural Generation,Third Person,Controller,Realistic,Stylized,Sci-fi,Atmospheric,Singleplayer"
Featherfall,28350.0,Very Positive,"Indie,Action,Adventure,RPG,Souls-like"
Granblue Fantasy: Relink - Emote Expansion Set: Grab Bag,29850.0,Positive,"Action,Adventure,RPG"
GINSHA,75450.0,Positive,"Adventure,Action,Metroidvania,2D Platformer,Side Scroller,Souls-like,Platformer,Exploration,Indie,Open World,Female Protagonist,2D,Pixel Graphics,Atmospheric,Sci-fi,Futuristic,Loot,Aliens,Singleplayer,Crafting"
The Way Home: Pixel Roguelike,82350.0,Very Positive,"Casual,Pixel Graphics,Roguelite,Cats,Action,Adventure,Singleplayer,RPG,Action Roguelike,Arcade,2D,Cute,Retro,Choices Matter,Combat,Crafting,Linear,Fantasy,Indie"
Asterix & Obelix XXL 3  - The Crystal Menhir,44850.0,Mixed,"Adventure,Co-op,Beat 'em up,Co-op Campaign,Singleplayer,Action,Comedy,Cartoony,Colorful,Family Friendly,Fantasy,Rome,Arcade,Exploration,Platformer,Historical,Anime,Magic,Funny,Local Co-Op"
東方逆妙乱 ~ Ephemeral Unnatural Balance,82350.0,Very Positive,"Shoot 'Em Up,Bullet Hell,Singleplayer,Arcade,Action,Difficult,Replay Value,Indie,Fantasy,2D,Female Protagonist,Score Attack,Multiple Endings,Anime,Magic,Pixel Graphics,Adventure,Faith,Great Soundtrack,Remake"
DESOLATE,104850.0,Mixed,"Survival,Open World,Horror,Zombies,First-Person,Adventure,Action,Gore,Atmospheric,Singleplayer,Stealth,Mature,Survival Horror,Early Access,Crafting,Strategy,Sandbox,Psychological Horror,Third Person,Difficult"
Feel The Snow,97350.0,Very Positive,"Open World Survival Craft,Multiplayer,Survival,Pixel Graphics,Adventure,Crafting,RPG,Co-op,Indie,Sandbox,Open World,Singleplayer,Action,Cute,Simulation,2D,Isometric,Early Access,Online Co-Op,Atmospheric"
Ceres,15860.0,Mixed,"Action,Strategy,Indie,RPG,Space,Simulation,Sci-fi,Real-Time with Pause,Time Travel,Female Protagonist"
SUPER CHICKEN JUMPER,44850.0,Overwhelmingly Positive,"Difficult,2D,Arcade,Cute,Pixel Graphics,Action-Adventure,Funny,Anime,Action,Colorful,Indie,Souls-like,Adventure,Singleplayer,Co-op,Multiplayer,Local Multiplayer,Platformer,Procedural Generation,Atmospheric"
Eryi's Action,44910.0,Very Positive,"2D Platformer,Platformer,Indie,Difficult,Action,Anime,Puzzle,Singleplayer,Bullet Hell,2D,Female Protagonist,Cute,Casual,Adventure,Side Scroller,Comedy,Shooter,Dark Humor,Funny,Horror"
Fuzz Dungeon,37350.0,Very Positive,"Action,Adventure,Experimental,Exploration,Action Roguelike,Investigation,Mystery Dungeon,2.5D,2D,3D,Cartoony,Colorful,Hand-drawn,Pixel Graphics,Stylized,Third Person,Dark Humor,Psychological,Sci-fi,Surreal"
Hatch,37350.0,Mostly Positive,"Action,Adventure,Action-Adventure,Walking Simulator,Immersive Sim,3D,First-Person,Realistic,Psychedelic,Survival Horror,Stealth,Dark,Horror,Psychological,Psychological Horror,Surreal,Hidden Object,Atmospheric,Thriller,Drama"
Super Jet Juck,11700.0,Mostly Positive,"Action,Indie,Casual,Adventure,Massively Multiplayer,Platformer,2D,Puzzle Platformer,Shooter,Side Scroller,Early Access,Arcade,Funny"
TEKKEN 7 - DLC7: Armor King,45370.0,Very Positive,"Action,Sports"
bit Dungeon III,82350.0,Mostly Positive,"Action Roguelike,Action,RPG,Indie,Adventure,Roguelite,Massively Multiplayer,Gore,Violent,Pixel Graphics,Roguelike"
Arthurian Legends,92850.0,Very Positive,"FPS,Old School,Retro,2.5D,Action,First-Person,Hack and Slash,Dark Fantasy,Violent,Swordplay,Magic,Medieval,Gore,Pixel Graphics,Blood,Action-Adventure,Singleplayer,3D,Combat,Shooter"
MOMO.EXE,16770.0,Very Positive,"Indie,Adventure,Action,Horror,Memes,Singleplayer,Multiplayer,Funny"
Monster Hunter Rise - Hunter Voice: Luchika,44850.0,Positive,Action
Nyan Cat: Lost In Space,19370.0,Very Positive,"Memes,Cats,Platformer,Adventure,Action-Adventure,Pixel Graphics,Casual,Cute,Action,Singleplayer,Space,Funny,Indie,2D,Difficult,Comedy,Cyberpunk,LGBTQ+,Dark,2D Platformer"
SOULCALIBUR VI - DLC4: Amy,52350.0,Very Positive,Action
Ice Age Scrat's Nutty Adventure,157350.0,Mixed,"Adventure,Action,Platformer,Family Friendly,Cartoon,Wholesome,Cozy,Singleplayer,Colorful,Cute,Collectathon,3D Platformer,Exploration,Third Person,3D,Action-Adventure,Funny,Anime,Beautiful,Free to Play"
Cozy Space Survivors,28350.0,Very Positive,"Action Roguelike,Exploration,Bullet Hell,Top-Down Shooter,Roguelite,Space Sim,Arcade,Roguelike,RPG,2D,Cute,Top-Down,Funny,Action,Casual,Pixel Graphics,Colorful,Stylized,Space,Sci-fi"
Rogue: Genesia - Dog Pet,11850.0,Very Positive,"Strategy,Action,RPG,Casual"
GRIP: Combat Racing - Official Soundtrack,71370.0,Positive,"Action,Indie,Racing,Soundtrack"
CASE 2: Animatronics Survival,82350.0,Very Positive,"Horror,Robots,FPS,PvP,Stealth,Psychological Horror,First-Person,Difficult,Action-Adventure,Multiplayer,Story Rich,Simulation,Action,Co-op,Atmospheric,Survival Horror,Supernatural,Adventure,Singleplayer,Massively Multiplayer"
Mirror Party,120865.53923463472,Mixed,"Casual,Action,Strategy,Action-Adventure,MOBA,3D,3D Platformer,Real Time Tactics,Multiplayer,Level Editor,Online Co-Op,Co-op,Simulation,Top-Down Shooter,Funny,Singleplayer,Early Access,Indie,Nudity,Anime"
BOXHEAD:Immortal,44850.0,Very Positive,"Top-Down Shooter,Shoot 'Em Up,Roguelite,Shooter,Action RPG,RPG,Singleplayer,Local Multiplayer,Local Co-Op,Online Co-Op,Roguelike,Character Customization,Top-Down,2.5D,Action,Gun Customization,Cartoony,Zombies,Drama,Survival"
Western Press,38870.0,Mostly Positive,"Indie,Typing,Local Multiplayer,Western,Action,Pixel Graphics,2D,Casual,Multiplayer,Funny,Memes,Singleplayer"
GROSS,97350.0,Very Positive,"Tower Defense,FPS,Score Attack,Gore,Strategy,Action,Singleplayer,PvE,Shooter,Dark Humor,Base Building,Zombies,Funny,3D,Stylized,First-Person,Controller,Gun Customization,Replay Value,Survival"
Steel Division 2 - Nemesis #5 - Raid on Drvar,25350.0,Mixed,"Strategy,Action,Indie,Simulation"
Ruins Seeker,122849.99999999999,Very Positive,"RPG,Indie,Sexual Content,Nudity,Female Protagonist,Anime,Mature,Adventure,JRPG,RPGMaker,Action RPG,Hentai,Action Roguelike,Action,Memes,NSFW,2D,Singleplayer"
Solstice Chronicles: MIA,45370.0,Mostly Positive,"Top-Down Shooter,Twin Stick Shooter,Local Co-Op,Futuristic,Action,Shooter,Singleplayer,Aliens,Isometric,Co-op,Controller,Atmospheric,Multiplayer,Local Multiplayer,Sci-fi,Top-Down,Story Rich,Indie,Zombies,RPG"
Battle Group 2,25870.0,Very Positive,"Naval,Naval Combat,Action,Indie,Strategy,Arcade,Female Protagonist,Casual,Top-Down"
Metamorfose S,58500.0,Mostly Positive,"Action,Indie,Adventure,Metroidvania,2D"
I See Red,32850.0,Very Positive,"Singleplayer,Twin Stick Shooter,Action,Futuristic,Roguelite,3D,Shooter,Top-Down Shooter,Perma Death,Atmospheric,Sci-fi,Dark,Dystopian ,Hack and Slash,Blood,Noir,3D Fighter,Foreign,Spaceships,Modern"
PAYDAY 3: Boys in Blue Tailor Pack,37350.0,Mostly Positive,"Action,Heist,Co-op,Crime,Multiplayer,FPS,Shooter,RPG,Tactical,Stealth,America,Online Co-Op,Dark Humor,First-Person,PvE,Gun Customization,Combat,3D,Shoot 'Em Up,Realistic"
Resident Evil: Revelations Rachael Ooze DLC,26910.000000000004,Very Positive,"Action,Adventure"
Battle Cat vs Treacherous Mice,13500.0,Positive,"Casual,Adventure,Action,Arcade,Side Scroller,2D,Atmospheric,Linear,Singleplayer,Cats"
Monster Hunter World: Iceborne - MHW:I Room Decor: Beotodus Skull,29850.0,Positive,Action
Escape from Grustovia,6750.0,Very Positive,"Political Sim,Memes,Funny,Comedy,Dark Humor,Nonlinear,Action,Multiple Endings,Action-Adventure,Life Sim,Story Rich,Simulation,Realistic,3D,Adventure,Singleplayer,Satire,Indie"
Orc Survivor,44850.0,Positive,"Action Roguelike,Bullet Hell,Action RPG,Roguelite,Dark Fantasy,RPG,Action,Roguelike,Singleplayer,Colorful,Rome,Class-Based,Pixel Graphics,Fantasy,Magic,2D,Controller,Early Access,Hack and Slash,Indie"
JEF,37350.0,Very Positive,"Indie,Adventure,Action,Casual,Simulation,Nudity,Surreal"
AtmaSphere,10790.0,Very Positive,"Casual,Indie,Action,Adventure,Difficult,Physics,Family Friendly,Puzzle,Great Soundtrack,3D Platformer,Singleplayer,Atmospheric,Medieval,Platformer,Relaxing,Dark,Pixel Graphics,Arcade,Unforgiving,Fast-Paced"
"Warhammer 40,000: Inquisitor - Martyr - Corrosive Footprints",260100.00000000006,Mixed,"Action,Adventure,RPG,Indie,Gore,Violent"
